id,title,price,category,keywords,short_desc,full_desc,images_links,images_names
1885,مناديل جيب اونو بلس 24 عبوة,11.5,الكماليات,مناديل، مناديل جيب، مناديل اونو بلس,مناديل جيب عالية الجودة بثلاث طبقات من اونو بلس يحتوي الكرتون على 24 عبوة,"قوة امتصاص عالية مع نسيج رقيق
الأنسجة الرخوة والجودة الممتازة
مناسب لجميع أنواع البشرة
رائحة قطن منعشة وطبيعية",https://smartshopping.sa/web/image/product.product/1885/image_1024,product_product_1885_image_1024.png
1884,مناديل اونو 6 علب,11.5,الكماليات,مناديل، اونو مناديل,مناديل ناعمة من اونو متعددة الاستخدامات يحتوي المغلف على 6 علب,"مناديل ناعمة وذات جودة ممتازة
متعددة الاستعمالات ومناسبة لجميع الأماكن
مناسبة لجميع أنوع البشرة
خفيفة الوزن وسهلة الحمل والتخزين
عالية الامتصاص وذات ملمس رقيق",https://smartshopping.sa/web/image/product.product/1884/image_1024,product_product_1884_image_1024.png
1882,مناديل أطفال بامبرز فريش 64 منديل,11.5,الكماليات,مناديل، مناديل مبللة، مناديل أطفال، بامبرز,بامبرز مناديل مبللة للأطفال منعشة 64 منديل,"مناديل منعشة نظيفة لتنظيف لطيف لبشرة الطفل الحساسة
نسيج
 
الفريد ملمس ناعم ومرن للتنظيف الشامل
غسول الصبار لوشن مصنوع من الماء النقي ولمسة من الصبار
الرقم الهيدروجيني الطبيعي يساعد على استعادة مستوى الرقم الهيدروجيني الطبيعي لبشرة طفلك
تم اختباره من قبل أطباء الجلدية ليكون لطيفًا على بشرة طفلك
يتضمن المنتج مناديل بامبرز المبللة للأطفال ، 64 قطعة",https://smartshopping.sa/web/image/product.product/1882/image_1024,product_product_1882_image_1024.png
1881,مكنسة هيلين صغيرة,5.75,الكماليات,مكنسة، مكنسه، مكنسة موج,مكنسة صغيرة من هيلين مناسبة لمختلف أنواع التنظيف,"يتميز بشعيرات صلبة تساعد على إزالة العفن والجراثيم والأوساخ
تصميم مقبض مانع للانزلاق لتوفير قبضة آمنة
جمع مثالي للغبار والشعر بفضل الألياف المنقسمة
مقبض بطرف مفتوح، مصمم خصوصاً لتثبيت العصا لمدة أطول",https://smartshopping.sa/web/image/product.product/1881/image_1024,product_product_1881_image_1024.png
1880,مكنسة موج ناعمة بعصا,11.5,الكماليات,مكنسة، مكنسه، مكنسة موج,مكنسة ناعمه بمقبض طويل من موج لمختلف أغراض التنظيف باللون البيج,"تتمتع بميزة التعليق المحوري لسهولة التخزين
ارتفاع المكنسة مناسب للوقوف بشكل مستقيم وتنفيذ مهمة المسح براحة مطلقة
تعمل على التقاط الغبار والأوساخ من الأسطح الخرسانة الجاهزة والأرضيات الخشبية بكفاءة عالية
تتميز بسطح واسع لتنظيف أكبر مساحة ممكنة",https://smartshopping.sa/web/image/product.product/1880/image_1024,product_product_1880_image_1024.png
1889,مناديل كلينكس الاصلي 6 علب,11.5,الكماليات,مناديل، مناديل كلينكس، مناديل الأصلي,مناديل ناعمة من كلينكس متعددة الاستخدامات تحتوي على 6 علب كل علبه تحتوي على 84 منديل بطبقات,"مناديل ناعمة وذات جودة ممتازة
متعددة الاستعمالات ومناسبة لجميع الأماكن
مناسبة لجميع أنوع البشرة
خفيفة الوزن وسهلة الحمل والتخزين
عالية الامتصاص وذات ملمس رقيق",https://smartshopping.sa/web/image/product.product/1889/image_1024,product_product_1889_image_1024.png
1890,مناديل منعشة بالعود الواحة 50 حبة,11.5,الكماليات,مناديل، مناديل معطره، مبلله، مناديل بالعود,مناديل منعشة من مصنع الواحة بعطر العود تحتوي العلبة على 50 منديل,"      
مناديل مبلله برائحة العود
      
سهلة الحمل والتنقل للسفر والخرجات
      
متعددة الاستعمالات
      
عبوة بتصميم عملي ومتين",https://smartshopping.sa/web/image/product.product/1890/image_1024,product_product_1890_image_1024.png
1878,مكنسة بيبو مقبض طويل موج,11.5,الكماليات,مكنسة، مكنسه، مكنسة موج، بيبو,مكنسة أرض داخلية مع عصا للاستخدامات المختلفة,"تتميز بهيكل متين وصلب تمنعه من التلف وتضمن استخداماً يودم طويلاً
صناعة رائعة تضفي عليها مظهراً بارزاً
مصنوع من مواد ذات جودة ممتازة لضمان المتانة كما يتميز بتصميم مريح",https://smartshopping.sa/web/image/product.product/1878/image_1024,product_product_1878_image_1024.png
1879,مكنسة موج خشنه بعصا,11.5,الكماليات,مكنسة، مكنسه، مكنسة موج,"مقشة لتنظيف الأرضية بمقبض طويل مناسبة للإوساخ الجافة
","تصميم يمتاز بفرشاة بشكل شبه منحرف تمكنك من التنظيف الفعال للزوايا
ألياف مقسمة تتيح جمع الغبار والشعر بسهولة
منتج يتميز ممتصات صدمات مطاطية تمنع إتلاف الأرضية والأثاث
منتج يتميز بمقبض مريح ذي قبضة محكمة لتجربة تنظيف مريحة
منتج مثالي مناسب للاستخدام على كافة أنواع الأرضيات",https://smartshopping.sa/web/image/product.product/1879/image_1024,product_product_1879_image_1024.png
1975,معطر جو فيفاس لافلي ليلاك 300مل,11.5,الكماليات,معطر جو، ملطف جو,معطر من فيفاس برائحة منعشة لإزالة الروائح الكريهة من الجو,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1975/image_1024,product_product_1975_image_1024.png
1977,معطر جو فيفاس ويلد بيوتي 300مل,11.5,الكماليات,معطر جو، ملطف جو,معطر من فيفاس برائحه منعشه لإزالة الروائح الكريهة من الجو,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1977/image_1024,product_product_1977_image_1024.png
1976,معطر جو فيفاس وارم ريد 300مل,11.5,الكماليات,معطر جو، ملطف جو,معطر من فيفاس برائحة الورد المنعش لإزالة الروائح الكريهة من الجو,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1976/image_1024,product_product_1976_image_1024.png
1971,معطر جو ايرويك - ورد 290مل,5.75,الكماليات,معطر جو، ملطف جو,معطر من ايرويك برائحة الورد المنعش لإزالة الروائح الكريهة من الجو,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1971/image_1024,product_product_1971_image_1024.png
1877,معطر جو كوتاج - ياسمين 300 مل,5.75,الكماليات,معطر جو، ملطف جو,معطر جو بانتعاش الياسمين,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1877/image_1024,product_product_1877_image_1024.png
1970,معطر جو ايرويك - لافندر 290مل,5.75,الكماليات,معطر جو، ملطف جو,معطر من ايرويك برائحة اللافندر المنعش لإزالة الروائح الكريهة من الجو,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1970/image_1024,product_product_1970_image_1024.png
1969,معطر جو ايرويك - ليمون 290مل,5.75,الكماليات,معطر جو، ملطف جو,معطر من ايرويك برائحة الليمون المنعش لإزالة الروائح الكريهة من الجو,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1969/image_1024,product_product_1969_image_1024.png
1899,منعم الأقمشة داوني حدائق الأحلام 1لتر,11.5,الكماليات,منعم، داوني، منعم الأقمشة، ملطف,منعم الأقمشة من دواني يلطف الملابس ويمنحها نعومة ورائحة جميلة,"نضارة ونعومة مذهلة
يتميز بتركيبة فريدة مطورة لحماية النسيج
يحمي الأقمشة من البهتان والتمدد وتشكّل الوبر
يعمل على تنعيم الألياف الرفيعة
مضاد للكرمشة ومضاد للكهرباء الساكنة ويُسهِّل عملية الكي",https://smartshopping.sa/web/image/product.product/1899/image_1024,product_product_1899_image_1024.png
1905,ورق مطبخ اونو 8 رول,11.5,الكماليات,مناديل، مناديل ورق، مناديل رول,مناديل رول ورق نشــاف قوي شديد الامتصاص متعدد الإستخدامات,"ورق تنشيف متعدد الاستعمالات
معقم لحماية قصوى
قوة امتصاص عالية
سهولة الاستخدام وفصل قطع المناديل",https://smartshopping.sa/web/image/product.product/1905/image_1024,product_product_1905_image_1024.png
1940,مناديل ماكسي رول موج 700 جرام,11.5,الكماليات,مناديل، مناديل ورق، مناديل رول,مناديل رول ورق نشــاف قوي شديد الامتصاص من شركة موج ,"ورق تنشيف متعدد الاستعمالات
معقم لحماية قصوى
قوة امتصاص عالية
سهولة الاستخدام وفصل قطع المناديل",https://smartshopping.sa/web/image/product.product/1940/image_1024,product_product_1940_image_1024.png
1904,ورق تنشيف فاين 5 +1 مجاناً,11.5,الكماليات,مناديل، مناديل ورق، مناديل رول,مناديل رول ورق نشــاف قوي شديد الامتصاص من شركة فاين,"ورق تنشيف متعدد الاستعمالات
معقم لحماية قصوى
قوة امتصاص عالية
سهولة الاستخدام وفصل قطع المناديل",https://smartshopping.sa/web/image/product.product/1904/image_1024,product_product_1904_image_1024.png
1895,منظف المرحاض داك برتقال 750 مل,11.5,الكماليات,منظف، منظف داك، منظف المرحاض,منظف المرحاض داك برائحة البرتقال المنعشة لنظافه وانتعاش يدوم طويلا,"ينظف المراحيض بسهولة وفاعلية ليتركها ساطعة النظافة
يساعد في التخلص من الرائحة الكريهة ويترك رائحة منعشة
يوفر نظافة تامة تساعد على التخلص من التكلسات الجيرية",https://smartshopping.sa/web/image/product.product/1895/image_1024,product_product_1895_image_1024.png
1874,معطر جو كوتاج - كيوي 300 مل,5.75,الكماليات,معطر جو، ملطف جو,معطر جو بانتعاش الكيوي,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1874/image_1024,product_product_1874_image_1024.png
1876,معطر جو كوتاج - ورد 300 مل,5.75,الكماليات,معطر جو، ملطف جو,"معطر جو بانتعاش الورد
","معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1876/image_1024,product_product_1876_image_1024.png
1896,منظف المرحاض داك ليمون 750 مل,11.5,الكماليات,منظف، منظف داك، منظف المرحاض,منظف المرحاض داك برائحة الليمون المنعشة لنظافه وانتعاش يدوم طويلا,"ينظف المراحيض بسهولة وفاعلية ليتركها ساطعة النظافة
يساعد في التخلص من الرائحة الكريهة ويترك رائحة منعشة
يوفر نظافة تامة تساعد على التخلص من التكلسات الجيرية",https://smartshopping.sa/web/image/product.product/1896/image_1024,product_product_1896_image_1024.png
1897,منظف داك بالليمون 500 مل,11.5,الكماليات,منظف، منظف داك,داك منظف متعدد الاستخدامات بفعالية طرد الاوساخ ,"يعطي نظافه ولمعان حتى 5مرات اكثر من المنظفات العاديه
التركيبه المبتكره تنظف الاسطح بفعاليه وتعطي لمعان صافي من دون تموجات
يضيء الأسطح ويوفر عطراً يدوم طويلاً",https://smartshopping.sa/web/image/product.product/1897/image_1024,product_product_1897_image_1024.png
1898,منظف داك بالورد 500 مل,11.5,الكماليات,منظف، منظف داك,داك منظف متعدد الاستخدامات بفعالية طرد الاوساخ,"يعطي نظافه ولمعان حتى 5مرات اكثر من المنظفات العاديه
التركيبه المبتكره تنظف الاسطح بفعاليه وتعطي لمعان صافي من دون تموجات
يضيء الأسطح ويوفر عطراً يدوم طويلاً",https://smartshopping.sa/web/image/product.product/1898/image_1024,product_product_1898_image_1024.png
1894,مناشف فيفا رول كلينكس 250 متر,11.5,الكماليات,مناشف، مناشف ورق، مناديل رول,مناديل رول ورق نشــاف قوي شديد الامتصاص من شركة كلينكس,"ورق تنشيف متعدد الاستعمالات
معقم لحماية قصوى
قوة امتصاص عالية
سهولة الاستخدام وفصل قطع المناديل",https://smartshopping.sa/web/image/product.product/1894/image_1024,product_product_1894_image_1024.png
1875,معطر جو كوتاج - ليمون 300 مل,5.75,الكماليات,معطر جو، ملطف جو,معطر جو بانتعاش الليمون,"معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1875/image_1024,product_product_1875_image_1024.png
1845,مزيل عرق ريكسونا اكتف دراي 50مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، ريكسونا,مزيل عرق مزود بتقنية موشن سينس يمنح وقاية لمدة 48 ساعة,"يمنحك رائحة تدوم طويلاً وانتعاشًا لا مثيل له
تركيبة سريعة الامتصاص لا تلصق بالبشرة وتتركها ناعمة وجافة
قوي على العرق ولطيف على الجلد، فهو يحقق الحماية من العرق ورائحته غير المحببة
ثبت سريريًا أن تركيبته لا تسبب تهيج الجلد وتحافظ على نعومته ورطوبته",https://smartshopping.sa/web/image/product.product/1845/image_1024,product_product_1845_image_1024.png
1844,مزيل طلاء اظافر نورسينا وردي 175مل,5.75,العناية الشخصية,مزيل طلاء، مناكير، اظافر,مزيل طلاء الأظافر المصنوع من الأسيتون مع ترطيب الجليسيرين باللون الوردي,,https://smartshopping.sa/web/image/product.product/1844/image_1024,product_product_1844_image_1024.png
1841,مرطب الشفاة لابيلو بالرمان 4.8 جم,11.5,العناية الشخصية,مرطف شفاه، مرطب شفايف، لابيلو,بلسم ناعم الملمس يوفر ترطيبًا طويل الأمد وعناية مكثفة لشفتيك ويمنعها من الجفاف.,,https://smartshopping.sa/web/image/product.product/1841/image_1024,product_product_1841_image_1024.png
1840,مرطب الشفاة لابيلو بالتوت الأسود 4.8 جم,11.5,العناية الشخصية,مرطف شفاه، مرطب شفايف، لابيلو,بلسم ناعم الملمس يوفر ترطيبًا طويل الأمد وعناية مكثفة لشفتيك ويمنعها من الجفاف.,,https://smartshopping.sa/web/image/product.product/1840/image_1024,product_product_1840_image_1024.png
1847,مزيل عرق ريكسونا للرجال V8 50مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، ريكسونا,مزيل عرق بتركيبة مضادة للتعرق تقلل العرق بشكل فعال وتضمن انتعاشاً يدوم 48 ساعة," 
يمنع نمو البكتيريا المسببة للروائح الكريهة
يمنحك رائحة تدوم طويلاً وانتعاشًا لا مثيل له
تركيبة سريعة الامتصاص لا تلصق بالبشرة وتتركها ناعمة وجافة
قوي على العرق ولطيف على الجلد، فهو يحقق الحماية من العرق ورائحته غير المحببة
ولقد ثبت سريريًا أن تركيبته لا تسبب تهيج الجلد وتحافظ على نعومته ورطوبته",https://smartshopping.sa/web/image/product.product/1847/image_1024,product_product_1847_image_1024.png
1834,لوشن جسم بيلور زهرة الجاردينيا 200 مل,11.5,العناية الشخصية,لوشن جسم، كريم جسم، بيلور,"بيلور كريم مرطب للجسم  برائحة زهرة الجاردينيا 200 مل
",,https://smartshopping.sa/web/image/product.product/1834/image_1024,product_product_1834_image_1024.png
1846,مزيل عرق ريكسونا رول باودر دراي 50مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، ريكسونا,عناية ممتازة لمنطقة الإبط يحتوي على ¼ كريم ترطيب لليونة ونعومة وجمال الإبطين,"مزيل العرق للنساء رول اون باودر دراي من ريكسونا
احم نفسك من العرق والرائحة مع ريكسونا الجاف القوي ذو الرائحة الزهرية
مع تقنية موشن سينس التي تستجيب بشكل مباشر للحركة
يعمل على تقليل الروائح الكريهة ويعطي إنتعاش لفترة أطول",https://smartshopping.sa/web/image/product.product/1846/image_1024,product_product_1846_image_1024.png
1873,معطر جو كوتاج - فراولة 300 مل,5.75,الكماليات,معطر جو، ملطف جو,"معطر جو بانتعاش الفراولة 
","معطر جو منزلي متعدد الإستخدامات
يعطي رائحة زكية للمكان
ينقي الجو ويجلب للمكان نفحات من الإنتعاش",https://smartshopping.sa/web/image/product.product/1873/image_1024,product_product_1873_image_1024.png
1848,مزيل عرق ريكسونا للرجال ورك اوت - 50 مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، ريكسونا,ريكسونا رول اؤن للرجال ورك اوت مضاد للتعرق لايترك اثر على الملابس,"تحمي الكرة الدوارة من ريكسونا الجديد المضاد للبكتيريا الخفي بتركيبته الحصرية ملابسك من العلامات البيضاء والبقع الصفراء،
حماية ضد البكتيريا المسببة للروائح الكريهة
يعمل على تقليل الروائح الكريهة ويعطي إنتعاش لفترة أطول
استمتع بنظافة وحماية من التعرق لمدة 48 ساعة مع مزيل العرق من ريكسونا",https://smartshopping.sa/web/image/product.product/1848/image_1024,product_product_1848_image_1024.png
1823,قناع وجه نورسينا بالورد 120 مل,5.75,العناية الشخصية,قناع وجه، قناع بشرة، قناع نورسينا,قناع نورسينا بالورد يستخدم لإزالة الجلد الميت والرؤوس السوداء ويلائم جميع انواع البشرة,,https://smartshopping.sa/web/image/product.product/1823/image_1024,product_product_1823_image_1024.png
1817,قطن لإزالة المكياج كلينيك 120 قطعة,11.5,العناية الشخصية,قطن مكياج، قطن تنظيف، قطن ازاله,قطع قطن دائرية متعددة الإسخدامات من كلينيك ناعمه ومريحة على الجلد,,https://smartshopping.sa/web/image/product.product/1817/image_1024,product_product_1817_image_1024.png
1787,صابون دوف ابيض 135جرام,5.75,العناية الشخصية,صابون دوف، صابونة دوف، صابون مرطب,"دوف قالب كريم الجمال الأبيض بتركيبة 1/4 كريم مرطب التي تمنحك بشرة ناعمة ورقيقة وذات مظهر صحي.

",,https://smartshopping.sa/web/image/product.product/1787/image_1024,product_product_1787_image_1024.png
1868,معطر جسم امبير مودا 250 مل,11.5,العناية الشخصية,معطر جسم، عطر جسم، عطور جسم,معطر بمزيج فريد من النكهات مع انتعاش إضافي يظل على بشرتكِ بلطف لتحصلي على بشرة منتعشة وناعمة كالحرير.,"معطر الجسم بودي برائحة فواحة تدوم طويلاً
يمنحك الشعور بالنشاط والإنتعاش
يجعل كل محيطك أكثر إثارة",https://smartshopping.sa/web/image/product.product/1868/image_1024,product_product_1868_image_1024.png
1761,شامبو شعر بالزيوت المغذية 400 مل دوف,11.5,العناية الشخصية,شامبو، شامبو دوف، دوف زيوت,يحتوي على زيوت مغذية خفيفة، وينظف شعرك بلطف ليمنحه نعومة وتغذية عميقة على الفور,"تم تطويره ليحل محل الصابون لتنظيف فروة الرأس والشعر عن طريق إزالة الدهون غير المرغوب فيها وقشرة الرأس والغبار وبقايا منتجات العناية بالشعر
يحتوي على عوامل التنظيف والرغوة التي تغسل الشوائب من الشعر
مكونات لطيفة على الشعر لحماية الطبقة الخارجية من الشعر من التلف
إصلاح واضح وتغذية تدريجية بعد كل استخدام",https://smartshopping.sa/web/image/product.product/1761/image_1024,product_product_1761_image_1024.png
1934,بخاخ مزيل عرق فريش اكتف 150مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، بخاخ عرق,نيفيا بخاخ فريش للرجال بانتعاش يدوم طويلا لإخفاء رائحة العرق,"يمنحك رائحة تدوم طويلاً وانتعاشًا لا مثيل له
تركيبة سريعة الامتصاص لا تلصق بالبشرة وتتركها ناعمة وجافة
قوي على العرق ولطيف على الجلد، فهو يحقق الحماية من العرق ورائحته غير المحببة
ثبت سريريًا أن تركيبته لا تسبب تهيج الجلد وتحافظ على نعومته ورطوبته",https://smartshopping.sa/web/image/product.product/1934/image_1024,product_product_1934_image_1024.png
1788,صابون يدين بيلور-زهرة الجاردينيا 350 مل,5.75,العناية الشخصية,صابون يدين، صابون سائل، صابون بيلور,بيلور صابون سائل لليدين برائحة زهرة الجاردينيا 350 مل,,https://smartshopping.sa/web/image/product.product/1788/image_1024,product_product_1788_image_1024.png
1822,قناع وجه نورسينا بالنعناع 120مل,5.75,العناية الشخصية,قناع وجه، قناع بشرة، قناع نورسينا,قناع نورسينا بالنعناع يستخدم لإزالة الجلد الميت والرؤوس السوداء ويلائم جميع انواع البشرة,,https://smartshopping.sa/web/image/product.product/1822/image_1024,product_product_1822_image_1024.png
1935,بخاخ مزيل عرق نيفيا بيرل اند بيوتي 150 مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، بخاخ عرق,يمنحك معطر الجسم ومزيل رائحة العرق بيرل آند بيوتي المبتكر من نيڤيا جمالاً مثاليًا حيث يُحسن من مظهر منطقة تحت الإبط ويوفر حماية مضمونة تدوم طويلاً,"يحتوي على مستخلصات الزيوت الطبيعية ليجعل البشرة منتعشة. 
خالي من الكحول
معطر الجسم لحماية تدوم حتى 48 ساعة وعناية لطيفة على البشرة من نيفيا
مصرح به كمنتج لطيف على الجلد ومتطابق مع البشرة ولا يسبب أية
تفاعلات جلدية",https://smartshopping.sa/web/image/product.product/1935/image_1024,product_product_1935_image_1024.png
1786,صابون جليسوليد سائل حساس 300 مل,11.5,العناية الشخصية,صابون سائل، جليسوليد صابون,"صابون سائل لنظافه صحية للبشرة واليدين مضاد للبكتيريا
",,https://smartshopping.sa/web/image/product.product/1786/image_1024,product_product_1786_image_1024.png
1932,مزيل عرق نيفيا بلاك اند وايت 50 مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، مزيل نيفيا,مزيل لرائحة العرق مع مستخلصات عناصر المحيط الطبيعية يوفر الثقة الحقيقية على مدار 24 ساعة ويضمن لك جفاف وانتعاش الجلد,"مضاد للتعرق طويل المفعول لحماية تدوم طويلا
تركيبة مبتكرة لحماية أكثر جفافًا
فعالية عالية ضد التعرق ورائحة الجسم الغير مستحبة
لطيف على البشرة
العناية بالبشرة مدى الحياة",https://smartshopping.sa/web/image/product.product/1932/image_1024,product_product_1932_image_1024.png
1933,بخاخ مزيل عرق نيفيا دراي كومفورت بلس 150مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، بخاخ عرق, حماية إضافية من التعرق لضمان الشعور بالانتعاش والحيوية، كما يوفر عناية فائقة تدوم حتى 48 ساعة مما يعمل على حماية الجسم من التعرق والرائحة الكريهة,"تم اختبار فعاليته في مواقف فعلية
تركيبة مزدوجة فعالة مع 2 من المكونات المضادة للتعرق
شعور جاف يدوم طويلاً
حماية موثوقة ضد التعرق لمدة 48 ساعة
خالي من الكحول الإيثيلي
تم اختباره على البشرة من قبل أطباء الجلدية",https://smartshopping.sa/web/image/product.product/1933/image_1024,product_product_1933_image_1024.png
1931,ماء ميسيلار بماء الورد 400 مل,11.5,العناية الشخصية,ماء ميسيلار، مزيل مكياج، تونر مزيل,ماء ميسيلار بماء الورد مزيل المكياج من نيفيا لجميع أنواع البشرة,"يزيل المكياج المقاوم للماء دون الحاجة للفرك القاسي
ينظف ويزيل الاوساخ والشوائب بعمق
يحتوي على ماء الورد الذي
يعيد توازن الرطوبة الطبيعية للبشرة مع تأثير منشط على الجلد
يمكن استخدام بفعالية
للوجه والشفاه وحول العين دون أي شعور مرهق أو بشرة دهنية.
لجميع أنواع البشرة",https://smartshopping.sa/web/image/product.product/1931/image_1024,product_product_1931_image_1024.png
1930,كريم نيفيا فيرنس 100 مل,11.5,العناية الشخصية,كريم جسم، كريم نيفيا، نيفيا، فيرنس,كريم نيفيا كير فيرنس( Nivea Care Fairness) للترطيب بعمق ونضارة البشرة,"يقلل من تصبغ البشرة ويمنع ظهور البقع الداكنة
تركيبة مبتكرة من مستخلصات نبات العرقسوس وثمرة التوت تمنح البشرة
النقاء والصفاء والنضارة
يحمى البشرة من اشعة الشمس من خلال فلاتر الاشعة فوق البنفسجية
لطيف على الجلد ومتطابق مع البشرة ولا يسبب أي تفاعلات جلدية
يمنح البشرة النعومة والتألق
مناسب لجميع أنواع البشرة",https://smartshopping.sa/web/image/product.product/1930/image_1024,product_product_1930_image_1024.png
1929,غسول تفتيح نيفيا 100 مل,11.5,العناية الشخصية,غسول وجه، غسول نيفيا، غسول تفتيح,رغوة الوجه للتفتيح الطبيعي من نيفيا - 100 مل,"غسول للتفتيح الطبيعي غني بفيتامين سي و بي
ينظف البشرة بفعالية ويمنحها مظهرا افتح وأكثر نضارة
ستبدو بشرتك نظيفة وغير لامعة وستتمتع بإحساس الليونة والانتعاش
مناسب للاستخدام اليومي",https://smartshopping.sa/web/image/product.product/1929/image_1024,product_product_1929_image_1024.png
1939,مزيل عرق نيفيا انتعاش الخيار 50مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، مزيل نيفيا,دوف بالكرة الدوارة مضاد للتعرق انتعاش الخيار والشاي الأخضر، 50 مل,"حماية تدوم طويلًا ضد التعرق مع احساس بالجفاف والنظافة
تركيبة مضادة للبكتريا تحتوي على الكربون الأسود الفعال فى مقاومة
البكتريا
لا تترك أثرًا
مُثبت فعاليته من أطباء الجلد
خالِ من الكحول",https://smartshopping.sa/web/image/product.product/1939/image_1024,product_product_1939_image_1024.png
1937,بخاخ مزيل عرق نيفيا كوول كيك للرجال 150 مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، بخاخ عرق,يصمن شعورًا فوريًا بالحيوية والانتعاش وحماية فائقة طوال اليوم، وتوفر تركيبة العناية المبرّدة واللطيفة مزيجًا مثاليًا من عناية نيڤيا المنعشة والحماية الفعالة,"شعور مذهل بالحيوية والانتعاش مع الاحساس باللمسة الباردة.
حماية من العرق ومُعطر للجسم للرجال لمدة 48 ساعة 
مصرح به كمنتج لطيف على الجلد ومتطابق مع البشرة ولا يسبب أية
تفاعلات جلدية
بدون كحول",https://smartshopping.sa/web/image/product.product/1937/image_1024,product_product_1937_image_1024.png
1936,بخاخ مزيل عرق نيفيا إنڤيزيبل للرجال 150مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، بخاخ عرق,تعمل التركيبة الفريدة المضادة للبقع على حماية الجسم من رائحة العرق والتعرق  لمدة 48 ساعة متواصلة ولا يترك علامات,"صديق الملابس، لا يترك علامات بيضاء على الملابس الداكنة ويمنع ظهور
البقع الصفراء على الملابس الفاتحة
حماية فائقة للرجال تدوم حتى 48 ساعة
مصرح به كمنتج لطيف على الجلد ومتطابق مع البشرة ولا يسبب أية
تفاعلات جلدية
خالي من الكحول.
انتعاش وحماية طوال اليوم بالعطر المُنعش الجديد.",https://smartshopping.sa/web/image/product.product/1936/image_1024,product_product_1936_image_1024.png
1938,مزيل عرق نيفيا دييب رول للرجال 50مل,11.5,العناية الشخصية,مزيل عرق، مضاد تعرق، مزيل نيفيا,هو مضاد للتعرق للزجال لاحساس بالجفاف والنظافة يدومان طويلًا.,"حماية تدوم طويلًا ضد التعرق مع احساس بالجفاف والنظافة
تركيبة مضادة للبكتريا تحتوي على الكربون الأسود الفعال فى مقاومة
البكتريا
لا تترك أثرًا
مُثبت فعاليته من أطباء الجلد
خالِ من الكحول",https://smartshopping.sa/web/image/product.product/1938/image_1024,product_product_1938_image_1024.png
1928,لوشن نيفيا خلاصة التوت 125 مل,5.75,العناية الشخصية,لوشن جسم، كريم جسم، نيفيا,نيفيا لوشن للتفتيح الطبيعى بخلاصة التوت وفيتامين إي بسعة 125 مل  ,"تركيبة مطورة من العرقسوس وفيتامين 
 وخلاصة التوت التي توحد
لون البشرة
يقلل من البقع الداكنة
يحمي البشرة من أشعة الشمس بتقنيات الحماية من أشعة الشمس البنفسجية
يترك البشرة ناعمة حريرية وطبيعية أكثر
مناسب للإستخدام اليومي",https://smartshopping.sa/web/image/product.product/1928/image_1024,product_product_1928_image_1024.png
